Generation	ModelUUID	Step	randomInt	label
1	0ebd1068-f4a3-4351-af69-54c3048c56b9	1	16919	bar
1	0ebd1068-f4a3-4351-af69-54c3048c56b9	2	87652	bar
1	407f609c-4a47-4dd8-a833-0ea0b25a53d5	0	78202	bar
1	407f609c-4a47-4dd8-a833-0ea0b25a53d5	1	5669	bar
1	407f609c-4a47-4dd8-a833-0ea0b25a53d5	2	5182	bar
1	87f4634f-648b-414f-9b20-e7be8b7e56ba	0	76943	bar
1	87f4634f-648b-414f-9b20-e7be8b7e56ba	1	57978	bar
1	87f4634f-648b-414f-9b20-e7be8b7e56ba	2	75356	bar
1	6783ddb8-feb2-4ea0-b55d-8e321e8b6bd8	0	69418	bar
1	6783ddb8-feb2-4ea0-b55d-8e321e8b6bd8	1	52771	bar
1	6783ddb8-feb2-4ea0-b55d-8e321e8b6bd8	2	32308	bar
1	544fd65b-27eb-4b3f-bb39-2cfda154b6a8	0	20671	bar
1	544fd65b-27eb-4b3f-bb39-2cfda154b6a8	1	95509	bar
1	544fd65b-27eb-4b3f-bb39-2cfda154b6a8	2	76842	bar
2	0ed2ef40-17bd-4709-8838-61272b89c1a8	0	21280	bar
2	0ed2ef40-17bd-4709-8838-61272b89c1a8	1	3066	bar
2	0ed2ef40-17bd-4709-8838-61272b89c1a8	2	11822	bar
2	64233069-dabc-4dd4-b584-12747eee9d2e	0	51206	bar
2	64233069-dabc-4dd4-b584-12747eee9d2e	1	6422	bar
2	64233069-dabc-4dd4-b584-12747eee9d2e	2	93571	bar
2	5a7c38a1-f149-4fa0-822a-6cef17bb2599	0	16715	bar
2	5a7c38a1-f149-4fa0-822a-6cef17bb2599	1	5877	bar
2	5a7c38a1-f149-4fa0-822a-6cef17bb2599	2	82427	bar
2	4dca9392-4d13-4127-8d4d-fb33cdb63752	0	45236	bar
2	4dca9392-4d13-4127-8d4d-fb33cdb63752	1	33780	bar
2	4dca9392-4d13-4127-8d4d-fb33cdb63752	2	68509	bar
2	5b1ff300-a3f4-4d5a-b103-b5fc1d2c1355	0	41675	bar
2	5b1ff300-a3f4-4d5a-b103-b5fc1d2c1355	1	93864	bar
2	5b1ff300-a3f4-4d5a-b103-b5fc1d2c1355	2	5129	bar
2	b834a6fa-2341-46a0-8097-308a55360811	0	41228	bar
2	b834a6fa-2341-46a0-8097-308a55360811	1	84078	bar
2	b834a6fa-2341-46a0-8097-308a55360811	2	87954	bar
2	29c93abb-e428-4c94-9447-093b92336f67	0	18709	bar
2	29c93abb-e428-4c94-9447-093b92336f67	1	94640	bar
2	29c93abb-e428-4c94-9447-093b92336f67	2	35850	bar
2	5fd09a22-a118-491b-8725-c4321787e496	0	39264	bar
2	5fd09a22-a118-491b-8725-c4321787e496	1	71889	bar
2	5fd09a22-a118-491b-8725-c4321787e496	2	35675	bar
2	c86339dd-e901-4527-91c3-8c965c95f49f	0	92077	bar
2	c86339dd-e901-4527-91c3-8c965c95f49f	1	82293	bar
2	c86339dd-e901-4527-91c3-8c965c95f49f	2	66129	bar
2	acb5c419-feca-403f-ae96-69437f22e1b4	0	23608	bar
2	acb5c419-feca-403f-ae96-69437f22e1b4	1	73424	bar
2	acb5c419-feca-403f-ae96-69437f22e1b4	2	9750	bar
3	d59f18b4-0f6a-4405-953d-05c179ad75f7	0	80458	bar
3	d59f18b4-0f6a-4405-953d-05c179ad75f7	1	86826	bar
3	d59f18b4-0f6a-4405-953d-05c179ad75f7	2	52693	bar
3	7765b2fa-3557-4e48-92e7-99001c4c92ef	0	36876	bar
3	7765b2fa-3557-4e48-92e7-99001c4c92ef	1	84907	bar
3	7765b2fa-3557-4e48-92e7-99001c4c92ef	2	77248	bar
3	5034ee06-571f-46f6-8a99-2b6e24c5eff1	0	38934	bar
3	5034ee06-571f-46f6-8a99-2b6e24c5eff1	1	93065	bar
3	5034ee06-571f-46f6-8a99-2b6e24c5eff1	2	98349	bar
3	30826dd1-177e-4c11-a7de-be9ff3caeddb	0	85029	bar
3	30826dd1-177e-4c11-a7de-be9ff3caeddb	1	51595	bar
3	30826dd1-177e-4c11-a7de-be9ff3caeddb	2	20763	bar
3	c9c65e85-7efe-4041-bed2-07e16b8ae7e2	0	77547	bar
3	c9c65e85-7efe-4041-bed2-07e16b8ae7e2	1	66104	bar
3	c9c65e85-7efe-4041-bed2-07e16b8ae7e2	2	10291	bar
3	25499ae7-7aa9-40ab-ae2c-2b1ce1a0b0ce	0	9344	bar
3	25499ae7-7aa9-40ab-ae2c-2b1ce1a0b0ce	1	70401	bar
3	25499ae7-7aa9-40ab-ae2c-2b1ce1a0b0ce	2	16745	bar
3	56c6e8f9-675a-4950-97a1-67c97897dba5	0	47254	bar
3	56c6e8f9-675a-4950-97a1-67c97897dba5	1	55400	bar
3	56c6e8f9-675a-4950-97a1-67c97897dba5	2	24769	bar
3	88996964-4c60-487b-9a19-c555d3db8ca4	0	16970	bar
3	88996964-4c60-487b-9a19-c555d3db8ca4	1	36812	bar
3	88996964-4c60-487b-9a19-c555d3db8ca4	2	20846	bar
3	6e15c21d-0f0e-4036-92b2-0def07dec670	0	50678	bar
3	6e15c21d-0f0e-4036-92b2-0def07dec670	1	89522	bar
3	6e15c21d-0f0e-4036-92b2-0def07dec670	2	93909	bar
3	8683ad70-1545-4298-b246-bf26290e5375	0	16260	bar
3	8683ad70-1545-4298-b246-bf26290e5375	1	98225	bar
3	8683ad70-1545-4298-b246-bf26290e5375	2	78481	bar
4	4a033904-0b71-4c64-821c-c588bccfdd49	0	91165	bar
4	4a033904-0b71-4c64-821c-c588bccfdd49	1	5882	bar
4	4a033904-0b71-4c64-821c-c588bccfdd49	2	42192	bar
4	89fc6ccd-78ea-4826-8e68-66c79b0f39b2	0	47296	bar
4	89fc6ccd-78ea-4826-8e68-66c79b0f39b2	1	15586	bar
4	89fc6ccd-78ea-4826-8e68-66c79b0f39b2	2	43419	bar
4	859b8e5c-8104-49ea-84f6-993a8c1f091d	0	3374	bar
4	859b8e5c-8104-49ea-84f6-993a8c1f091d	1	59534	bar
4	859b8e5c-8104-49ea-84f6-993a8c1f091d	2	40690	bar
4	e1a4d38b-8b48-4c04-adbe-d9c8b6626436	0	86689	bar
4	e1a4d38b-8b48-4c04-adbe-d9c8b6626436	1	62746	bar
4	e1a4d38b-8b48-4c04-adbe-d9c8b6626436	2	72790	bar
4	66e3211f-c09c-421a-8921-b3a7735f72ea	0	96925	bar
4	66e3211f-c09c-421a-8921-b3a7735f72ea	1	63206	bar
4	66e3211f-c09c-421a-8921-b3a7735f72ea	2	24128	bar
4	77d69423-0fe3-40ea-ab4a-9c3c3fc15f7b	0	11103	bar
4	77d69423-0fe3-40ea-ab4a-9c3c3fc15f7b	1	57501	bar
4	77d69423-0fe3-40ea-ab4a-9c3c3fc15f7b	2	2382	bar
4	621c368f-d860-4e84-9b55-ea5d24c4e54e	0	59378	bar
4	621c368f-d860-4e84-9b55-ea5d24c4e54e	1	6371	bar
4	621c368f-d860-4e84-9b55-ea5d24c4e54e	2	94174	bar
4	a8a09cca-096a-47d0-8065-fb1a7e2caa3e	0	99616	bar
4	a8a09cca-096a-47d0-8065-fb1a7e2caa3e	1	47386	bar
4	a8a09cca-096a-47d0-8065-fb1a7e2caa3e	2	10963	bar
4	1e4d2f7b-0fb8-4c10-8647-19a3e61b5abc	0	19877	bar
4	1e4d2f7b-0fb8-4c10-8647-19a3e61b5abc	1	16433	bar
4	1e4d2f7b-0fb8-4c10-8647-19a3e61b5abc	2	14069	bar
4	0a234077-5fa5-4fae-a2f1-244a030c32f3	0	31008	bar
4	0a234077-5fa5-4fae-a2f1-244a030c32f3	1	82730	bar
4	0a234077-5fa5-4fae-a2f1-244a030c32f3	2	30229	bar
5	e899032d-f501-44a2-91fb-d38928bf6c3d	0	47555	bar
5	e899032d-f501-44a2-91fb-d38928bf6c3d	1	15974	bar
5	e899032d-f501-44a2-91fb-d38928bf6c3d	2	1485	bar
5	9d6ea5f4-843a-4d43-a79c-ff56fb2c84fa	0	37865	bar
5	9d6ea5f4-843a-4d43-a79c-ff56fb2c84fa	1	36368	bar
5	9d6ea5f4-843a-4d43-a79c-ff56fb2c84fa	2	56006	bar
5	428146d8-40af-45fd-baa9-d93749ad01a9	0	18343	bar
5	428146d8-40af-45fd-baa9-d93749ad01a9	1	39907	bar
5	428146d8-40af-45fd-baa9-d93749ad01a9	2	96819	bar
5	b02255ad-6de9-4b00-857b-cdbd5e5e5ac5	0	73115	bar
5	b02255ad-6de9-4b00-857b-cdbd5e5e5ac5	1	49176	bar
5	b02255ad-6de9-4b00-857b-cdbd5e5e5ac5	2	48891	bar
5	5275c057-e7e7-4e23-a22e-7d86fd245170	0	69313	bar
5	5275c057-e7e7-4e23-a22e-7d86fd245170	1	44880	bar
5	5275c057-e7e7-4e23-a22e-7d86fd245170	2	54260	bar
5	a0458233-30d3-4768-922d-ae4a19e0fd60	0	46757	bar
5	a0458233-30d3-4768-922d-ae4a19e0fd60	1	74426	bar
5	a0458233-30d3-4768-922d-ae4a19e0fd60	2	69835	bar
5	ade425d6-5a6f-4ec9-9cae-3c72405b6f92	0	67762	bar
5	ade425d6-5a6f-4ec9-9cae-3c72405b6f92	1	81761	bar
5	ade425d6-5a6f-4ec9-9cae-3c72405b6f92	2	80640	bar
5	8963aff7-9ef8-422d-a89a-de9b9f1834f4	0	85001	bar
5	8963aff7-9ef8-422d-a89a-de9b9f1834f4	1	97013	bar
5	8963aff7-9ef8-422d-a89a-de9b9f1834f4	2	51181	bar
5	e2a11c60-5614-42eb-b233-0034d75a6b41	0	85197	bar
5	e2a11c60-5614-42eb-b233-0034d75a6b41	1	29909	bar
5	e2a11c60-5614-42eb-b233-0034d75a6b41	2	94375	bar
5	289bbd40-fc9f-4e7a-a7ec-8a5b0b5187f6	0	80795	bar
5	289bbd40-fc9f-4e7a-a7ec-8a5b0b5187f6	1	16598	bar
5	289bbd40-fc9f-4e7a-a7ec-8a5b0b5187f6	2	55774	bar
6	47548319-5099-4d37-8e7c-594bd4ed335a	0	3544	bar
6	47548319-5099-4d37-8e7c-594bd4ed335a	1	50195	bar
6	47548319-5099-4d37-8e7c-594bd4ed335a	2	36031	bar
6	1f3d87e3-38e2-42bf-96a9-1e3ccde11b26	0	76610	bar
6	1f3d87e3-38e2-42bf-96a9-1e3ccde11b26	1	44881	bar
6	1f3d87e3-38e2-42bf-96a9-1e3ccde11b26	2	79960	bar
6	e15ed3d8-2da4-49f0-9deb-420983b2a6cd	0	17512	bar
6	e15ed3d8-2da4-49f0-9deb-420983b2a6cd	1	6700	bar
6	e15ed3d8-2da4-49f0-9deb-420983b2a6cd	2	80219	bar
6	c6377411-31d4-4d18-b4b6-11c7c204dee5	0	5813	bar
6	c6377411-31d4-4d18-b4b6-11c7c204dee5	1	57860	bar
6	c6377411-31d4-4d18-b4b6-11c7c204dee5	2	17052	bar
6	66113529-7736-4df3-bf83-bc4d94a37015	0	24936	bar
6	66113529-7736-4df3-bf83-bc4d94a37015	1	53566	bar
6	66113529-7736-4df3-bf83-bc4d94a37015	2	29269	bar
6	67eb54ca-419b-45a3-9613-59fb0331d1ea	0	94111	bar
6	67eb54ca-419b-45a3-9613-59fb0331d1ea	1	97208	bar
6	67eb54ca-419b-45a3-9613-59fb0331d1ea	2	57417	bar
6	1b904ac0-b57c-4d82-99b5-6a33e4ab7c10	0	18514	bar
6	1b904ac0-b57c-4d82-99b5-6a33e4ab7c10	1	61613	bar
6	1b904ac0-b57c-4d82-99b5-6a33e4ab7c10	2	10980	bar
6	e33caf1a-535c-4c85-92f8-cd952922e1ad	0	5596	bar
6	e33caf1a-535c-4c85-92f8-cd952922e1ad	1	19617	bar
6	e33caf1a-535c-4c85-92f8-cd952922e1ad	2	84545	bar
6	65ffe087-eff9-4742-bd20-936d416c0c5f	0	95859	bar
6	65ffe087-eff9-4742-bd20-936d416c0c5f	1	40170	bar
6	65ffe087-eff9-4742-bd20-936d416c0c5f	2	60358	bar
6	641a2275-6efc-48c4-a8cf-dbe859697b8f	0	121	bar
6	641a2275-6efc-48c4-a8cf-dbe859697b8f	1	69819	bar
6	641a2275-6efc-48c4-a8cf-dbe859697b8f	2	26122	bar
7	51b299dd-2f15-4e72-b34c-9de891eef762	0	24619	bar
7	51b299dd-2f15-4e72-b34c-9de891eef762	1	77870	bar
7	51b299dd-2f15-4e72-b34c-9de891eef762	2	57207	bar
7	bcbb43d8-b606-45e1-8134-2bc75a0fb11a	0	27382	bar
7	bcbb43d8-b606-45e1-8134-2bc75a0fb11a	1	27788	bar
7	bcbb43d8-b606-45e1-8134-2bc75a0fb11a	2	45482	bar
7	5fb5bb1b-dbe0-4b72-85de-c0aef4c2e545	0	60234	bar
7	5fb5bb1b-dbe0-4b72-85de-c0aef4c2e545	1	72060	bar
7	5fb5bb1b-dbe0-4b72-85de-c0aef4c2e545	2	16152	bar
7	0ca3d48d-782c-42c9-8ffa-432654ed39d6	0	23239	bar
7	0ca3d48d-782c-42c9-8ffa-432654ed39d6	1	65927	bar
7	0ca3d48d-782c-42c9-8ffa-432654ed39d6	2	25002	bar
7	4441a777-09e6-41bd-b005-ef35cb5616c3	0	51508	bar
7	4441a777-09e6-41bd-b005-ef35cb5616c3	1	84452	bar
7	4441a777-09e6-41bd-b005-ef35cb5616c3	2	40712	bar
7	81af97df-a411-45a2-80cb-0dee160e9564	0	64654	bar
7	81af97df-a411-45a2-80cb-0dee160e9564	1	43461	bar
7	81af97df-a411-45a2-80cb-0dee160e9564	2	35476	bar
7	308c0d08-6dc4-41bd-ae0d-8859c241cdc3	0	4285	bar
7	308c0d08-6dc4-41bd-ae0d-8859c241cdc3	1	84124	bar
7	308c0d08-6dc4-41bd-ae0d-8859c241cdc3	2	19053	bar
7	05f373ef-692f-4bb7-8529-32437abd26e5	0	15779	bar
7	05f373ef-692f-4bb7-8529-32437abd26e5	1	80427	bar
7	05f373ef-692f-4bb7-8529-32437abd26e5	2	11253	bar
7	0777e10d-9174-4377-8431-99d38a5083a4	0	59693	bar
7	0777e10d-9174-4377-8431-99d38a5083a4	1	90311	bar
7	0777e10d-9174-4377-8431-99d38a5083a4	2	70252	bar
7	1ca5e04e-ea4a-43c9-98cd-91048f35f212	0	33292	bar
7	1ca5e04e-ea4a-43c9-98cd-91048f35f212	1	57256	bar
7	1ca5e04e-ea4a-43c9-98cd-91048f35f212	2	32827	bar
8	270213f9-b9df-4bf3-a6ae-64729c735492	0	72349	bar
8	270213f9-b9df-4bf3-a6ae-64729c735492	1	57424	bar
8	270213f9-b9df-4bf3-a6ae-64729c735492	2	64140	bar
8	1cfdb553-4357-4cf3-8ed4-c85631999e5d	0	69732	bar
8	1cfdb553-4357-4cf3-8ed4-c85631999e5d	1	83157	bar
8	1cfdb553-4357-4cf3-8ed4-c85631999e5d	2	56694	bar
8	0aebffcf-381d-416c-aca7-2f28988c2c54	0	40088	bar
8	0aebffcf-381d-416c-aca7-2f28988c2c54	1	19629	bar
8	0aebffcf-381d-416c-aca7-2f28988c2c54	2	52471	bar
8	8ae8c1c6-3a57-475f-925c-a45bf4d56f53	0	42967	bar
8	8ae8c1c6-3a57-475f-925c-a45bf4d56f53	1	38901	bar
8	8ae8c1c6-3a57-475f-925c-a45bf4d56f53	2	22811	bar
8	0f5fb981-e8b2-4a58-b63d-3bd3f61574f9	0	92250	bar
8	0f5fb981-e8b2-4a58-b63d-3bd3f61574f9	1	14302	bar
8	0f5fb981-e8b2-4a58-b63d-3bd3f61574f9	2	12217	bar
8	a740f1a4-71f3-43ac-b4a2-b97c047b69f9	0	26404	bar
8	a740f1a4-71f3-43ac-b4a2-b97c047b69f9	1	40468	bar
8	a740f1a4-71f3-43ac-b4a2-b97c047b69f9	2	14812	bar
8	69e8fddc-e504-484e-9f96-3dd764d5a8c2	0	23668	bar
8	69e8fddc-e504-484e-9f96-3dd764d5a8c2	1	43596	bar
8	69e8fddc-e504-484e-9f96-3dd764d5a8c2	2	38942	bar
8	4ab3a9db-b56a-45fb-9989-ced833a0e201	0	54777	bar
8	4ab3a9db-b56a-45fb-9989-ced833a0e201	1	57226	bar
8	4ab3a9db-b56a-45fb-9989-ced833a0e201	2	18384	bar
8	f0bd9de1-1e78-41e8-8597-82de39164d34	0	15205	bar
8	f0bd9de1-1e78-41e8-8597-82de39164d34	1	89740	bar
8	f0bd9de1-1e78-41e8-8597-82de39164d34	2	91703	bar
8	0f9e8681-e11c-47cb-bdc3-3d124eec52e2	0	35098	bar
8	0f9e8681-e11c-47cb-bdc3-3d124eec52e2	1	5975	bar
8	0f9e8681-e11c-47cb-bdc3-3d124eec52e2	2	74705	bar
9	91a5661d-7a2a-40c3-9a9c-7cf93478b227	0	49986	bar
9	91a5661d-7a2a-40c3-9a9c-7cf93478b227	1	24124	bar
9	91a5661d-7a2a-40c3-9a9c-7cf93478b227	2	54262	bar
9	fab77f0e-b260-4aa3-adae-00c2c67d558a	0	12187	bar
9	fab77f0e-b260-4aa3-adae-00c2c67d558a	1	65542	bar
9	fab77f0e-b260-4aa3-adae-00c2c67d558a	2	26713	bar
9	0ed7d7c9-c727-4130-b2f2-2c29636b5776	0	42350	bar
9	0ed7d7c9-c727-4130-b2f2-2c29636b5776	1	28290	bar
9	0ed7d7c9-c727-4130-b2f2-2c29636b5776	2	35052	bar
9	dd8a3b7b-8a3e-444d-951a-a0fbeb7f3b4c	0	56352	bar
9	dd8a3b7b-8a3e-444d-951a-a0fbeb7f3b4c	1	97995	bar
9	dd8a3b7b-8a3e-444d-951a-a0fbeb7f3b4c	2	10467	bar
9	e450141a-7635-40e8-b65b-b2f2b47485a9	0	17186	bar
9	e450141a-7635-40e8-b65b-b2f2b47485a9	1	16210	bar
9	e450141a-7635-40e8-b65b-b2f2b47485a9	2	97169	bar
9	b5724ff0-6c3b-4db4-bf7d-7c7890c39d8f	0	59875	bar
9	b5724ff0-6c3b-4db4-bf7d-7c7890c39d8f	1	23911	bar
9	b5724ff0-6c3b-4db4-bf7d-7c7890c39d8f	2	87888	bar
9	555709a8-b080-47f5-8057-ef276c0c49bd	0	73990	bar
9	555709a8-b080-47f5-8057-ef276c0c49bd	1	2886	bar
9	555709a8-b080-47f5-8057-ef276c0c49bd	2	75228	bar
9	e6cff78f-7ce0-4ec4-b0d5-998241e18c77	0	88686	bar
9	e6cff78f-7ce0-4ec4-b0d5-998241e18c77	1	50848	bar
9	e6cff78f-7ce0-4ec4-b0d5-998241e18c77	2	7934	bar
9	e0160bbc-b840-4d3b-8f82-8a868d38932d	0	49845	bar
9	e0160bbc-b840-4d3b-8f82-8a868d38932d	1	15141	bar
9	e0160bbc-b840-4d3b-8f82-8a868d38932d	2	93927	bar
9	02076384-a811-49d8-bb92-15ca3eeebea9	0	17756	bar
9	02076384-a811-49d8-bb92-15ca3eeebea9	1	64267	bar
9	02076384-a811-49d8-bb92-15ca3eeebea9	2	71794	bar
10	5892143a-52a5-4150-beff-2fac1e172866	0	11837	bar
10	5892143a-52a5-4150-beff-2fac1e172866	1	63038	bar
10	5892143a-52a5-4150-beff-2fac1e172866	2	73548	bar
10	b8c0e635-d853-48ac-9284-cdf0083fb4df	0	90780	bar
10	b8c0e635-d853-48ac-9284-cdf0083fb4df	1	84868	bar
10	b8c0e635-d853-48ac-9284-cdf0083fb4df	2	53743	bar
10	de01ac08-c481-4f3c-93b1-7829d19544be	0	14524	bar
10	de01ac08-c481-4f3c-93b1-7829d19544be	1	51532	bar
10	de01ac08-c481-4f3c-93b1-7829d19544be	2	6922	bar
10	4f94d665-325e-4f95-aab8-eebf7673bfab	0	13742	bar
10	4f94d665-325e-4f95-aab8-eebf7673bfab	1	42546	bar
10	4f94d665-325e-4f95-aab8-eebf7673bfab	2	11996	bar
10	a8280272-5ac3-4152-aa8b-1accc8081ae5	0	51907	bar
10	a8280272-5ac3-4152-aa8b-1accc8081ae5	1	66897	bar
10	a8280272-5ac3-4152-aa8b-1accc8081ae5	2	60703	bar
10	1b92680f-f1b2-48aa-a311-a67759f6d00a	0	17987	bar
10	1b92680f-f1b2-48aa-a311-a67759f6d00a	1	4006	bar
10	1b92680f-f1b2-48aa-a311-a67759f6d00a	2	17378	bar
10	0abf7f16-0412-4d7a-943f-efd0a3e67d5c	0	85079	bar
10	0abf7f16-0412-4d7a-943f-efd0a3e67d5c	1	31388	bar
10	0abf7f16-0412-4d7a-943f-efd0a3e67d5c	2	70511	bar
10	65289c5e-bcfc-486d-968b-6adff4c3ef13	0	49760	bar
10	65289c5e-bcfc-486d-968b-6adff4c3ef13	1	31258	bar
10	65289c5e-bcfc-486d-968b-6adff4c3ef13	2	26443	bar
10	6cefe5c7-4db8-4241-a100-41c907ff5d88	0	84202	bar
10	6cefe5c7-4db8-4241-a100-41c907ff5d88	1	30149	bar
10	6cefe5c7-4db8-4241-a100-41c907ff5d88	2	36795	bar
10	20c9609d-ba57-4436-a44b-367cda1a643e	0	21499	bar
10	20c9609d-ba57-4436-a44b-367cda1a643e	1	29715	bar
10	20c9609d-ba57-4436-a44b-367cda1a643e	2	96996	bar
11	4c9602a9-22fe-4ff8-9d50-1a7d087161ba	0	52710	bar
11	4c9602a9-22fe-4ff8-9d50-1a7d087161ba	1	33325	bar
11	4c9602a9-22fe-4ff8-9d50-1a7d087161ba	2	64299	bar
11	28a50481-b6fc-4726-8097-3cbe81046304	0	64668	bar
11	28a50481-b6fc-4726-8097-3cbe81046304	1	12704	bar
11	28a50481-b6fc-4726-8097-3cbe81046304	2	76507	bar
11	b288864a-e268-421a-8204-4b34c6d9eedc	0	3810	bar
11	b288864a-e268-421a-8204-4b34c6d9eedc	1	2529	bar
11	b288864a-e268-421a-8204-4b34c6d9eedc	2	21316	bar
11	a1eaca8a-d537-41f3-bb4d-f099cabe79be	0	70909	bar
11	a1eaca8a-d537-41f3-bb4d-f099cabe79be	1	48858	bar
11	a1eaca8a-d537-41f3-bb4d-f099cabe79be	2	65057	bar
11	03b47e5a-eb59-4fcc-a2a0-1cd49d92fc30	0	1354	bar
11	03b47e5a-eb59-4fcc-a2a0-1cd49d92fc30	1	49110	bar
11	03b47e5a-eb59-4fcc-a2a0-1cd49d92fc30	2	4978	bar
11	2aa6b7ce-d364-4e54-91e5-6d9c71fc8344	0	94026	bar
11	2aa6b7ce-d364-4e54-91e5-6d9c71fc8344	1	41060	bar
11	2aa6b7ce-d364-4e54-91e5-6d9c71fc8344	2	68552	bar
11	96c8b656-085b-4906-bce9-9931b37cd764	0	91386	bar
11	96c8b656-085b-4906-bce9-9931b37cd764	1	17803	bar
11	96c8b656-085b-4906-bce9-9931b37cd764	2	24383	bar
11	d17c7187-bd98-4cae-bc63-f4bd1da0ee67	0	88417	bar
11	d17c7187-bd98-4cae-bc63-f4bd1da0ee67	1	29931	bar
11	d17c7187-bd98-4cae-bc63-f4bd1da0ee67	2	86117	bar
11	9477499e-f979-424e-b1a2-36f95852290a	0	26723	bar
11	9477499e-f979-424e-b1a2-36f95852290a	1	72427	bar
11	9477499e-f979-424e-b1a2-36f95852290a	2	6873	bar
11	8d2b58ac-3d87-49a1-b813-134dad6bedea	0	12083	bar
11	8d2b58ac-3d87-49a1-b813-134dad6bedea	1	75333	bar
11	8d2b58ac-3d87-49a1-b813-134dad6bedea	2	33519	bar
12	51d16457-147a-4cad-811d-1d60008d8547	0	82437	bar
12	51d16457-147a-4cad-811d-1d60008d8547	1	15114	bar
12	51d16457-147a-4cad-811d-1d60008d8547	2	70096	bar
12	c2e4f5b0-7c86-408b-860d-7fd799146888	0	50081	bar
12	c2e4f5b0-7c86-408b-860d-7fd799146888	1	41619	bar
12	c2e4f5b0-7c86-408b-860d-7fd799146888	2	92189	bar
12	3232f578-d4e0-4a70-8888-25373aa8aa06	0	81555	bar
12	3232f578-d4e0-4a70-8888-25373aa8aa06	1	65765	bar
12	3232f578-d4e0-4a70-8888-25373aa8aa06	2	36020	bar
12	827a5572-58a2-4f51-94cf-ae455267abaf	0	36127	bar
12	827a5572-58a2-4f51-94cf-ae455267abaf	1	87584	bar
12	827a5572-58a2-4f51-94cf-ae455267abaf	2	39340	bar
12	f5c5505b-d1c2-4f49-a9ce-6ba78bebce47	0	66673	bar
12	f5c5505b-d1c2-4f49-a9ce-6ba78bebce47	1	70308	bar
12	f5c5505b-d1c2-4f49-a9ce-6ba78bebce47	2	68795	bar
12	06fd3cbc-2fa4-49c5-a515-613028b05054	0	29459	bar
